"Source Voltage","Source Int. Voltage","Source Current","Drain Voltage","Drain Int. Voltage","Drain Current","Gate Voltage","Gate Int. Voltage","Gate Current","Substrate Voltage","Substrate Int. Voltage","Substrate Current","Global device temperature"
0.0000000000e+00,0.0000000000e+00,1.3996909390e-14,0.0000000000e+00,0.0000000000e+00,-2.7362821870e-15,-2.0000000000e+00,-2.0000000000e+00,-1.9248073940e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0000000000e+02
0.0000000000e+00,0.0000000000e+00,-1.4771803550e-02,5.0000000000e-01,5.0000000000e-01,1.4771805230e-02,-2.0000000000e+00,-2.0000000000e+00,-2.3212814570e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0132799100e+02
0.0000000000e+00,0.0000000000e+00,-2.5848732150e-02,1.0000000000e+00,1.0000000000e+00,2.5848732150e-02,-2.0000000000e+00,-2.0000000000e+00,-1.3804617390e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0467935800e+02
0.0000000000e+00,0.0000000000e+00,-3.3487389220e-02,1.5000000000e+00,1.5000000000e+00,3.3487389220e-02,-2.0000000000e+00,-2.0000000000e+00,-7.4532705490e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0919276370e+02
0.0000000000e+00,0.0000000000e+00,-3.8177963800e-02,2.0000000000e+00,2.0000000000e+00,3.8178236270e-02,-2.0000000000e+00,-2.0000000000e+00,-1.5183376590e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1415492820e+02
0.0000000000e+00,0.0000000000e+00,-4.0640905970e-02,2.5000000000e+00,2.5000000000e+00,4.0642200880e-02,-2.0000000000e+00,-2.0000000000e+00,-3.0045875280e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1912102200e+02
0.0000000000e+00,0.0000000000e+00,-4.1626896300e-02,3.0000000000e+00,3.0000000000e+00,4.1630762220e-02,-2.0000000000e+00,-2.0000000000e+00,-5.5985451950e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2385130440e+02
0.0000000000e+00,0.0000000000e+00,-4.1786027350e-02,3.5000000000e+00,3.5000000000e+00,4.1783891160e-02,-2.0000000000e+00,-2.0000000000e+00,-9.8293550040e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2829372690e+02
0.0000000000e+00,0.0000000000e+00,-4.1537459500e-02,4.0000000000e+00,4.0000000000e+00,4.1533183750e-02,-2.0000000000e+00,-2.0000000000e+00,-1.6457408040e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3248804440e+02
0.0000000000e+00,0.0000000000e+00,-4.1105459370e-02,4.5000000000e+00,4.5000000000e+00,4.1097952310e-02,-2.0000000000e+00,-2.0000000000e+00,-2.6568383800e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3648248690e+02
0.0000000000e+00,0.0000000000e+00,-4.0589442730e-02,5.0000000000e+00,5.0000000000e+00,4.0593538420e-02,-2.0000000000e+00,-2.0000000000e+00,-4.1642582280e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4030744660e+02
0.0000000000e+00,0.0000000000e+00,-4.0049047460e-02,5.5000000000e+00,5.5000000000e+00,4.0055746060e-02,-2.0000000000e+00,-2.0000000000e+00,-6.3709938560e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4399115380e+02
0.0000000000e+00,0.0000000000e+00,-3.9509016370e-02,6.0000000000e+00,6.0000000000e+00,3.9505001420e-02,-2.0000000000e+00,-2.0000000000e+00,-9.5439584180e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4755214380e+02
0.0000000000e+00,0.0000000000e+00,-3.8974140070e-02,6.5000000000e+00,6.5000000000e+00,3.8967926050e-02,-2.0000000000e+00,-2.0000000000e+00,-1.4030629290e-14,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5112232660e+02
0.0000000000e+00,0.0000000000e+00,-3.8453514970e-02,7.0000000000e+00,7.0000000000e+00,3.8444369340e-02,-2.0000000000e+00,-2.0000000000e+00,-2.0280595060e-14,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5459283230e+02
0.0000000000e+00,0.0000000000e+00,-3.7942318820e-02,7.5000000000e+00,7.5000000000e+00,3.7948248510e-02,-2.0000000000e+00,-2.0000000000e+00,-2.8851909040e-14,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5796577300e+02
0.0000000000e+00,0.0000000000e+00,-3.7453994340e-02,8.0000000000e+00,8.0000000000e+00,3.7462407560e-02,-2.0000000000e+00,-2.0000000000e+00,-4.0479998790e-14,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6125644450e+02
