"Source Voltage","Source Int. Voltage","Source Current","Drain Voltage","Drain Int. Voltage","Drain Current","Gate Voltage","Gate Int. Voltage","Gate Current","Substrate Voltage","Substrate Int. Voltage","Substrate Current","Global device temperature"
0.0000000000e+00,0.0000000000e+00,-1.7424971300e-11,0.0000000000e+00,0.0000000000e+00,-5.8086661920e-11,-1.0000000000e+00,-1.0000000000e+00,-2.4313737480e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0000000000e+02
0.0000000000e+00,0.0000000000e+00,-8.7660625510e-03,2.5000000000e-01,2.5000000000e-01,8.7660491580e-03,-1.0000000000e+00,-1.0000000000e+00,-2.7631103210e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0120483620e+02
0.0000000000e+00,0.0000000000e+00,-1.0769411270e-02,3.1250000000e-01,3.1250000000e-01,1.0769442540e-02,-1.0000000000e+00,-1.0000000000e+00,-3.0027639550e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0183185360e+02
0.0000000000e+00,0.0000000000e+00,-1.2690492840e-02,3.7500000000e-01,3.7500000000e-01,1.2690566030e-02,-1.0000000000e+00,-1.0000000000e+00,-3.3270262640e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0257430190e+02
0.0000000000e+00,0.0000000000e+00,-1.6288998200e-02,5.0000000000e-01,5.0000000000e-01,1.6289026260e-02,-1.0000000000e+00,-1.0000000000e+00,-4.3430346680e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0437733260e+02
0.0000000000e+00,0.0000000000e+00,-2.2514963580e-02,7.5000000000e-01,7.5000000000e-01,2.2515008060e-02,-1.0000000000e+00,-1.0000000000e+00,-8.3666852670e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0905790740e+02
0.0000000000e+00,0.0000000000e+00,-2.7455528540e-02,1.0000000000e+00,1.0000000000e+00,2.7457639080e-02,-1.0000000000e+00,-1.0000000000e+00,-1.8887448500e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1485016940e+02
0.0000000000e+00,0.0000000000e+00,-3.3984741580e-02,1.5000000000e+00,1.5000000000e+00,3.3981969790e-02,-1.0000000000e+00,-1.0000000000e+00,-1.1400058400e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2824934000e+02
0.0000000000e+00,0.0000000000e+00,-3.7262860470e-02,2.0000000000e+00,2.0000000000e+00,3.7256400160e-02,-1.0000000000e+00,-1.0000000000e+00,-6.6491694240e-15,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4233198640e+02
0.0000000000e+00,0.0000000000e+00,-3.8518580020e-02,2.5000000000e+00,2.5000000000e+00,3.8525710840e-02,-1.0000000000e+00,-1.0000000000e+00,-3.2708340130e-14,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5600735920e+02
0.0000000000e+00,0.0000000000e+00,-3.8566165760e-02,3.0000000000e+00,3.0000000000e+00,3.8573787520e-02,-1.0000000000e+00,-1.0000000000e+00,-1.3099728810e-13,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6876268880e+02
0.0000000000e+00,0.0000000000e+00,-3.7915357190e-02,3.5000000000e+00,3.5000000000e+00,3.7922333930e-02,-1.0000000000e+00,-1.0000000000e+00,-4.3089787610e-13,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.8044390250e+02
0.0000000000e+00,0.0000000000e+00,-3.7443438470e-02,3.7500000000e+00,3.7500000000e+00,3.7434576220e-02,-1.0000000000e+00,-1.0000000000e+00,-7.3298656520e-13,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.8589062290e+02
0.0000000000e+00,0.0000000000e+00,-3.6906157040e-02,4.0000000000e+00,4.0000000000e+00,3.6897316410e-02,-1.0000000000e+00,-1.0000000000e+00,-1.2000818200e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9108337930e+02
0.0000000000e+00,0.0000000000e+00,-3.6617488160e-02,4.1250000000e+00,4.1250000000e+00,3.6625855550e-02,-1.0000000000e+00,-1.0000000000e+00,-1.5149032420e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9358487300e+02
0.0000000000e+00,0.0000000000e+00,-3.6327551310e-02,4.2500000000e+00,4.2500000000e+00,3.6319305760e-02,-1.0000000000e+00,-1.0000000000e+00,-1.8982843590e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9603701820e+02
0.0000000000e+00,0.0000000000e+00,-3.6027354020e-02,4.3750000000e+00,4.3750000000e+00,3.6035197760e-02,-1.0000000000e+00,-1.0000000000e+00,-2.3598896730e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9843118850e+02
0.0000000000e+00,0.0000000000e+00,-3.5729358030e-02,4.5000000000e+00,4.5000000000e+00,3.5722037840e-02,-1.0000000000e+00,-1.0000000000e+00,-2.9156881110e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0078414500e+02
0.0000000000e+00,0.0000000000e+00,-3.5428042240e-02,4.6250000000e+00,4.6250000000e+00,3.5419161590e-02,-1.0000000000e+00,-1.0000000000e+00,-3.5789373850e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0308994560e+02
0.0000000000e+00,0.0000000000e+00,-3.5277133360e-02,4.6875000000e+00,4.6875000000e+00,3.5268933020e-02,-1.0000000000e+00,-1.0000000000e+00,-3.9563008690e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0422688630e+02
0.0000000000e+00,0.0000000000e+00,-3.5126633700e-02,4.7500000000e+00,4.7500000000e+00,3.5117818730e-02,-1.0000000000e+00,-1.0000000000e+00,-4.3674407500e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0535416920e+02
0.0000000000e+00,0.0000000000e+00,-3.4973494190e-02,4.8125000000e+00,4.8125000000e+00,3.4980704210e-02,-1.0000000000e+00,-1.0000000000e+00,-4.8132611840e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0646825740e+02
0.0000000000e+00,0.0000000000e+00,-3.4823431840e-02,4.8750000000e+00,4.8750000000e+00,3.4831243560e-02,-1.0000000000e+00,-1.0000000000e+00,-5.2991700680e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0757624050e+02
0.0000000000e+00,0.0000000000e+00,-3.4673856120e-02,4.9375000000e+00,4.9375000000e+00,3.4682254760e-02,-1.0000000000e+00,-1.0000000000e+00,-5.8267064100e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0867509990e+02
0.0000000000e+00,0.0000000000e+00,-3.4524854230e-02,5.0000000000e+00,5.0000000000e+00,3.4533845780e-02,-1.0000000000e+00,-1.0000000000e+00,-6.3988699900e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0976511860e+02
0.0000000000e+00,0.0000000000e+00,-3.4379577110e-02,5.0625000000e+00,5.0625000000e+00,3.4372181420e-02,-1.0000000000e+00,-1.0000000000e+00,-7.0211384830e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1085033530e+02
0.0000000000e+00,0.0000000000e+00,-3.4232167370e-02,5.1250000000e+00,5.1250000000e+00,3.4224321700e-02,-1.0000000000e+00,-1.0000000000e+00,-7.6926827190e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1192374800e+02
0.0000000000e+00,0.0000000000e+00,-3.4085557790e-02,5.1875000000e+00,5.1875000000e+00,3.4077239730e-02,-1.0000000000e+00,-1.0000000000e+00,-8.4190484660e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1298912240e+02
0.0000000000e+00,0.0000000000e+00,-3.3939800490e-02,5.2500000000e+00,5.2500000000e+00,3.3931019030e-02,-1.0000000000e+00,-1.0000000000e+00,-9.2040279470e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1404669420e+02
0.0000000000e+00,0.0000000000e+00,-3.3866943230e-02,5.2812500000e+00,5.2812500000e+00,3.3859642320e-02,-1.0000000000e+00,-1.0000000000e+00,-9.6194273350e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1457224010e+02
0.0000000000e+00,0.0000000000e+00,-3.3794621490e-02,5.3125000000e+00,5.3125000000e+00,3.3787148120e-02,-1.0000000000e+00,-1.0000000000e+00,-1.0051298390e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1509629520e+02
0.0000000000e+00,0.0000000000e+00,-3.3722535020e-02,5.3437500000e+00,5.3437500000e+00,3.3714901630e-02,-1.0000000000e+00,-1.0000000000e+00,-1.0499883940e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1561851100e+02
0.0000000000e+00,0.0000000000e+00,-3.3650690520e-02,5.3750000000e+00,5.3750000000e+00,3.3642900670e-02,-1.0000000000e+00,-1.0000000000e+00,-1.0965740040e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1613891630e+02
0.0000000000e+00,0.0000000000e+00,-3.3579092670e-02,5.4062500000e+00,5.4062500000e+00,3.3571150330e-02,-1.0000000000e+00,-1.0000000000e+00,-1.1449436750e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1665753750e+02
0.0000000000e+00,0.0000000000e+00,-3.3507745840e-02,5.4375000000e+00,5.4375000000e+00,3.3499655360e-02,-1.0000000000e+00,-1.0000000000e+00,-1.1951560180e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1717440000e+02
0.0000000000e+00,0.0000000000e+00,-3.3436654130e-02,5.4687500000e+00,5.4687500000e+00,3.3428419960e-02,-1.0000000000e+00,-1.0000000000e+00,-1.2472713000e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1768952900e+02
0.0000000000e+00,0.0000000000e+00,-3.3365821300e-02,5.5000000000e+00,5.5000000000e+00,3.3357448240e-02,-1.0000000000e+00,-1.0000000000e+00,-1.3013514640e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1820294900e+02
0.0000000000e+00,0.0000000000e+00,-3.3295250840e-02,5.5312500000e+00,5.5312500000e+00,3.3286743980e-02,-1.0000000000e+00,-1.0000000000e+00,-1.3574601840e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1871468410e+02
0.0000000000e+00,0.0000000000e+00,-3.3224946000e-02,5.5625000000e+00,5.5625000000e+00,3.3216310670e-02,-1.0000000000e+00,-1.0000000000e+00,-1.4156628970e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1922475760e+02
0.0000000000e+00,0.0000000000e+00,-3.3154909740e-02,5.5937500000e+00,5.5937500000e+00,3.3146151510e-02,-1.0000000000e+00,-1.0000000000e+00,-1.4760268490e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1973319250e+02
0.0000000000e+00,0.0000000000e+00,-3.3085144770e-02,5.6250000000e+00,5.6250000000e+00,3.3076269460e-02,-1.0000000000e+00,-1.0000000000e+00,-1.5386211260e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2024001130e+02
0.0000000000e+00,0.0000000000e+00,-3.3012613920e-02,5.6562500000e+00,5.6562500000e+00,3.3019701330e-02,-1.0000000000e+00,-1.0000000000e+00,-1.6030150000e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2074146670e+02
0.0000000000e+00,0.0000000000e+00,-3.2943344830e-02,5.6875000000e+00,5.6875000000e+00,3.2950577610e-02,-1.0000000000e+00,-1.0000000000e+00,-1.6702553440e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2124504950e+02
0.0000000000e+00,0.0000000000e+00,-3.2874366580e-02,5.7187500000e+00,5.7187500000e+00,3.2881683330e-02,-1.0000000000e+00,-1.0000000000e+00,-1.7399456420e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2174709650e+02
0.0000000000e+00,0.0000000000e+00,-3.2805670370e-02,5.7500000000e+00,5.7500000000e+00,3.2813066200e-02,-1.0000000000e+00,-1.0000000000e+00,-1.8121610460e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2224761510e+02
0.0000000000e+00,0.0000000000e+00,-3.2737258060e-02,5.7812500000e+00,5.7812500000e+00,3.2744727380e-02,-1.0000000000e+00,-1.0000000000e+00,-1.8869805660e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2274662560e+02
0.0000000000e+00,0.0000000000e+00,-3.2669131210e-02,5.8125000000e+00,5.8125000000e+00,3.2676668290e-02,-1.0000000000e+00,-1.0000000000e+00,-1.9644853010e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2324414760e+02
0.0000000000e+00,0.0000000000e+00,-3.2601291250e-02,5.8437500000e+00,5.8437500000e+00,3.2608890220e-02,-1.0000000000e+00,-1.0000000000e+00,-2.0447585140e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2374020010e+02
0.0000000000e+00,0.0000000000e+00,-3.2533739420e-02,5.8750000000e+00,5.8750000000e+00,3.2541394290e-02,-1.0000000000e+00,-1.0000000000e+00,-2.1278856790e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2423480170e+02
0.0000000000e+00,0.0000000000e+00,-3.2466476800e-02,5.9062500000e+00,5.9062500000e+00,3.2474181510e-02,-1.0000000000e+00,-1.0000000000e+00,-2.2139545270e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2472797060e+02
0.0000000000e+00,0.0000000000e+00,-3.2399504330e-02,5.9375000000e+00,5.9375000000e+00,3.2407252710e-02,-1.0000000000e+00,-1.0000000000e+00,-2.3030551030e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2521972450e+02
0.0000000000e+00,0.0000000000e+00,-3.2332822780e-02,5.9687500000e+00,5.9687500000e+00,3.2340608600e-02,-1.0000000000e+00,-1.0000000000e+00,-2.3952798010e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2571008090e+02
0.0000000000e+00,0.0000000000e+00,-3.2266432820e-02,6.0000000000e+00,6.0000000000e+00,3.2274249790e-02,-1.0000000000e+00,-1.0000000000e+00,-2.4907234440e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2619905660e+02
0.0000000000e+00,0.0000000000e+00,-3.2200334980e-02,6.0312500000e+00,6.0312500000e+00,3.2208176770e-02,-1.0000000000e+00,-1.0000000000e+00,-2.5894833210e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2668666830e+02
0.0000000000e+00,0.0000000000e+00,-3.2134529670e-02,6.0625000000e+00,6.0625000000e+00,3.2142389940e-02,-1.0000000000e+00,-1.0000000000e+00,-2.6916592510e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2717293240e+02
0.0000000000e+00,0.0000000000e+00,-3.2069017220e-02,6.0937500000e+00,6.0937500000e+00,3.2076889600e-02,-1.0000000000e+00,-1.0000000000e+00,-2.7973536390e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2765786480e+02
0.0000000000e+00,0.0000000000e+00,-3.2003797820e-02,6.1250000000e+00,6.1250000000e+00,3.2011675970e-02,-1.0000000000e+00,-1.0000000000e+00,-2.9066715290e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2814148110e+02
0.0000000000e+00,0.0000000000e+00,-3.1938871550e-02,6.1562500000e+00,6.1562500000e+00,3.1946749140e-02,-1.0000000000e+00,-1.0000000000e+00,-3.0197206460e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2862379680e+02
0.0000000000e+00,0.0000000000e+00,-3.1874238420e-02,6.1875000000e+00,6.1875000000e+00,3.1882109140e-02,-1.0000000000e+00,-1.0000000000e+00,-3.1366114810e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2910482660e+02
